id;nombre;precio;numero_cajas;tipo;tamaño;color;descripcion;dimensiones;material;carga;frecuencia;potencia;tension
3021;LINNMON / GODVIN;352000;4;living;;;;4x9x5;Organico;36.0;;;
3022;BEKANT;2931200;2;living;;;;10x9x6;Organico;49.0;;;
3023;LINNMON / ALEX;336000;1;living;;;;2x3x6;Plastico;38.0;;;
3024;INGATORP / INGATORP;2580000;2;living;;;;8x3x8;Reciclado;27.0;;;
3025;BEKANT;436000;5;living;;;;7x4x7;Plastico;14.0;;;
3026;NORRÅKER / RÖNNINGE;1580800;3;living;;;;8x6x6;Plastico;47.0;;;
3027;NORDVIKEN / NORRARYD;2028000;3;living;;;;9x7x9;Reciclado;25.0;;;
3028;STENSELE;440000;3;living;;;;5x2x8;Organico;30.0;;;
3029;FLISAT;279200;5;living;;;;5x6x10;Reciclado;10.0;;;
3030;SUNDVIK;796000;5;living;;;;7x1x7;Madera;15.0;;;
3031;EKEDALEN / EKEDALEN;1356000;4;living;;;;4x1x3;Organico;8.0;;;
3032;NORBERG / NISSE;259200;3;living;;;;4x2x3;Reciclado;21.0;;;
3033;LERHAMN;319200;3;living;;;;10x8x5;Reciclado;21.0;;;
3034;EKEDALEN / EKEDALEN;1876000;1;living;;;;4x9x9;Madera;37.0;;;
3035;EKEDALEN;796000;3;living;;;;9x1x6;Reciclado;18.0;;;
3036;GULLIVER;636000;2;living;;;;8x6x5;Organico;46.0;;;
3037;EKEDALEN / EKEDALEN;1876000;2;living;;;;9x5x8;Organico;9.0;;;
3038;LANEBERG;556000;1;living;;;;4x2x2;Madera;45.0;;;
3039;EKEDALEN;636000;1;living;;;;10x2x1;Organico;49.0;;;
3040;STUVA / FÖLJA;660000;4;living;;;;2x3x6;Organico;24.0;;;
3041;LANEBERG;556000;4;living;;;;5x7x4;Organico;27.0;;;
3042;IKEA PS 2012 / TEODORES;868000;1;living;;;;6x10x7;Plastico;23.0;;;
3043;NORDEN / RÅSKOG;853600;3;living;;;;8x2x2;Organico;8.0;;;
3044;SVALNÄS;528000;1;living;;;;10x8x5;Reciclado;11.0;;;
3045;VANGSTA;396000;1;living;;;;2x9x4;Organico;14.0;;;
3046;TORSBY;716000;1;living;;;;4x8x10;Reciclado;32.0;;;
3047;EKEDALEN;636000;2;living;;;;8x3x10;Madera;42.0;;;
3048;BEKANT;2116000;5;living;;;;1x10x6;Reciclado;1.0;;;
3049;LINNMON / KRILLE;308000;2;living;;;;9x4x7;Plastico;21.0;;;
3050;MÖRBYLÅNGA;1836000;5;living;;;;4x4x10;Plastico;39.0;;;
3051;VÄSTANBY;1052000;4;living;;;;4x1x7;Organico;50.0;;;
3052;IDÅSEN;360000;4;living;;;;4x7x1;Reciclado;48.0;;;
3053;EKEDALEN / EKEDALEN;1312000;3;living;;;;5x3x9;Madera;29.0;;;
3054;IDÅSEN;676000;4;living;;;;4x4x2;Reciclado;13.0;;;
3055;EKEDALEN;796000;4;living;;;;8x9x10;Reciclado;24.0;;;
3056;MELLTORP / TEODORES;199200;1;living;;;;8x7x4;Organico;19.0;;;
3057;SKARSTA;876000;3;living;;;;5x2x8;Plastico;49.0;;;
3058;IKEA PS 2012;716000;5;living;;;;5x3x9;Madera;15.0;;;
3059;GLASHOLM;276000;2;living;;;;6x2x10;Plastico;6.0;;;
3060;EKEDALEN / EKEDALEN;1740800;3;living;;;;7x10x4;Organico;6.0;;;
3061;INGATORP / INGOLF;2180000;5;living;;;;7x6x9;Plastico;47.0;;;
3062;BEKANT;1080000;2;living;;;;1x7x1;Madera;19.0;;;
3063;GAMLEBY;1036000;1;living;;;;5x2x8;Madera;16.0;;;
3064;KLIMPEN;396000;1;living;;;;5x3x9;Organico;1.0;;;
3065;GERTON;620000;3;living;;;;2x6x6;Organico;25.0;;;
3066;BEKANT;835200;3;living;;;;1x2x3;Plastico;26.0;;;
3067;IDÅSEN;480000;2;living;;;;10x3x9;Reciclado;33.0;;;
3068;YPPERLIG / NILSOVE;2060000;2;living;;;;5x2x8;Plastico;23.0;;;
3069;VÄSTANÅ;476000;4;living;;;;2x5x4;Plastico;7.0;;;
3070;MÖRBYLÅNGA / TOSSBERG;4372000;3;living;;;;4x3x5;Madera;33.0;;;
3071;STENSELE;360000;3;living;;;;2x6x3;Organico;45.0;;;
3072;SVALNÄS;1464000;4;living;;;;8x6x8;Reciclado;28.0;;;
3073;LISABO;556000;1;living;;;;10x1x8;Reciclado;10.0;;;
3074;STENSELE;360000;4;living;;;;3x4x10;Plastico;18.0;;;
3075;LINNMON / OLOV;300000;1;living;;;;6x3x1;Organico;39.0;;;
3076;LINNMON / KRILLE;212000;2;living;;;;5x4x3;Reciclado;5.0;;;
3077;BEKANT;2300000;5;living;;;;9x9x3;Reciclado;45.0;;;
3078;KLIMPEN;2068000;3;living;;;;2x2x5;Plastico;25.0;;;
3079;INGATORP / INGATORP;2180000;5;living;;;;7x10x5;Madera;1.0;;;
3080;MÖRBYLÅNGA / VOLFGANG;3796000;5;living;;;;9x1x10;Organico;42.0;;;
3081;LISABO / ODGER;1500000;2;living;;;;2x10x4;Madera;33.0;;;
3082;BEKANT;2643200;1;living;;;;7x4x8;Madera;6.0;;;
3083;LINNMON / LERBERG;264000;4;living;;;;3x9x5;Reciclado;42.0;;;
3084;ÅMLIDEN;236000;4;living;;;;2x10x1;Organico;45.0;;;
3085;SLÄHULT/DALSHULT / LEIFARNE;1580000;5;living;;;;10x4x2;Madera;29.0;;;
3086;MÖRBYLÅNGA / LEIFARNE;2932000;3;living;;;;8x2x10;Madera;29.0;;;
3087;VANGSTA / TEODORES;676000;5;living;;;;3x7x9;Reciclado;11.0;;;
3088;NORRÅKER / NORRÅKER;1012800;2;living;;;;7x1x9;Madera;46.0;;;
3089;MÖRBYLÅNGA / ODGER;2780000;3;living;;;;1x2x9;Plastico;19.0;;;
3090;LINNMON / ALEX;368000;1;living;;;;5x8x6;Plastico;20.0;;;
3091;EKEDALEN;636000;2;living;;;;4x9x7;Plastico;44.0;;;
3092;BEKANT;436000;4;living;;;;2x2x4;Reciclado;9.0;;;
3093;NORDVIKEN;1196000;1;living;;;;2x1x4;Plastico;5.0;;;
3094;BEKANT;2599200;5;living;;;;3x8x8;Madera;43.0;;;
3095;MÖRBYLÅNGA / ODGER;3412000;5;living;;;;4x6x3;Organico;15.0;;;
3096;LINNMON / KRILLE;380000;2;living;;;;3x10x1;Organico;35.0;;;
3097;SLÄHULT;336000;4;living;;;;8x8x3;Plastico;37.0;;;
3098;BEKANT;560000;5;living;;;;4x9x9;Plastico;38.0;;;
3099;BEKANT;580000;4;living;;;;10x3x8;Madera;41.0;;;
3100;VÄSTANBY;576000;3;living;;;;2x5x8;Organico;39.0;;;
3101;BEKANT;436000;2;living;;;;3x2x10;Madera;37.0;;;
3102;BEKANT;1984000;3;living;;;;7x8x3;Madera;36.0;;;
3103;STENSELE / RÖNNINGE;912000;5;living;;;;2x10x5;Reciclado;36.0;;;
3104;NORDVIKEN / LEIFARNE;1820000;5;living;;;;5x9x2;Madera;45.0;;;
3105;BEKANT;992000;3;living;;;;3x2x7;Madera;43.0;;;
3106;NORDVIKEN / LEIFARNE;2532000;4;living;;;;5x5x2;Reciclado;6.0;;;
3107;LINNMON / KRILLE;308000;3;living;;;;8x5x1;Plastico;34.0;;;
3108;LINNMON / OLOV;228000;4;living;;;;1x2x6;Organico;11.0;;;
3109;MÖRBYLÅNGA / BERNHARD;5572000;4;living;;;;10x1x5;Reciclado;1.0;;;
3110;MÖCKELBY / NORRARYD;3244000;5;living;;;;2x9x7;Madera;10.0;;;
3111;MÖCKELBY / HENRIKSDAL;3412000;4;living;;;;5x3x3;Plastico;26.0;;;
3112;BEKANT;2451200;3;living;;;;1x1x2;Plastico;28.0;;;
3113;BEKANT;596000;2;living;;;;2x4x6;Organico;21.0;;;
3114;BEKANT;1820000;2;living;;;;3x4x4;Plastico;37.0;;;
3115;VÄSTANBY/VÄSTANÅ / LEIFARNE;1676000;5;living;;;;10x4x4;Plastico;35.0;;;
3116;RYDEBÄCK/BACKARYD / JANINGE;1116000;3;living;;;;7x3x1;Madera;12.0;;;
3117;KLIMPEN;1212000;5;living;;;;2x10x2;Organico;10.0;;;
3118;EKEDALEN / ODGER;919200;1;living;;;;8x3x1;Reciclado;1.0;;;
3119;EKEDALEN / HENRIKSDAL;2212000;1;living;;;;10x3x8;Plastico;32.0;;;
3120;LINNMON / TORSKLINT;367200;1;living;;;;2x7x1;Organico;20.0;;;
3121;BEKANT;1467200;3;living;;;;9x1x9;Madera;24.0;;;
3122;KLIMPEN;380000;2;living;;;;1x2x10;Plastico;7.0;;;
3123;MÖRBYLÅNGA / VOLFGANG;3036000;3;living;;;;10x4x8;Organico;26.0;;;
3124;BEKANT;800000;5;living;;;;1x9x9;Plastico;6.0;;;
3125;NORDVIKEN / LEIFARNE;2532000;4;living;;;;8x7x7;Organico;32.0;;;
3126;NORDVIKEN / RÖNNINGE;2300000;5;living;;;;3x3x4;Madera;25.0;;;
3127;KLIMPEN / LALLE;680000;3;living;;;;10x6x10;Madera;39.0;;;
3128;LINNMON / GODVIN;172000;4;living;;;;1x2x1;Reciclado;42.0;;;
3129;TORSBY / VOLFGANG;1916000;3;living;;;;9x9x3;Plastico;31.0;;;
3130;BEKANT;4902400;3;living;;;;7x9x3;Reciclado;6.0;;;
3131;NORDVIKEN / RÖNNINGE;2300000;4;living;;;;10x7x1;Plastico;6.0;;;
3132;MELLTORP / TEODORES;463200;1;living;;;;9x2x6;Reciclado;26.0;;;
3133;INGATORP;756000;1;living;;;;1x10x4;Reciclado;40.0;;;
3134;LERHAMN;783200;3;living;;;;5x5x9;Madera;34.0;;;
3135;MELLTORP / TEODORES;399200;3;living;;;;4x2x8;Organico;3.0;;;
3136;VANGSTA / TEODORES;740000;3;living;;;;8x2x3;Madera;17.0;;;
3137;LERHAMN;471200;2;living;;;;4x9x2;Plastico;12.0;;;
3138;EKEDALEN / EKEDALEN;1356000;3;living;;;;2x10x7;Madera;9.0;;;
3139;LANEBERG / EKEDALEN;1276000;3;living;;;;1x5x8;Organico;6.0;;;
3140;HILVER;596000;3;living;;;;6x9x1;Organico;38.0;;;
3141;MELLTORP / MARIUS;239200;2;living;;;;5x7x7;Plastico;23.0;;;
3142;EKEDALEN / EKEDALEN;1876000;1;living;;;;4x9x10;Plastico;21.0;;;
3143;INGATORP / INGOLF;2412000;1;living;;;;5x10x4;Plastico;9.0;;;
3144;LINNMON / ALEX;400000;3;living;;;;10x8x9;Madera;16.0;;;
3145;YPPERLIG;796000;2;living;;;;5x9x8;Reciclado;5.0;;;
3146;FREKVENS;212000;4;living;;;;10x7x9;Plastico;48.0;;;
3147;TOMMARYD;476000;2;living;;;;10x6x4;Plastico;26.0;;;
3148;STENSELE;440000;4;living;;;;7x9x5;Madera;40.0;;;
3149;NORRÅKER / NORRARYD;1308800;4;living;;;;2x9x6;Reciclado;38.0;;;
3150;INGATORP / INGOLF;1380000;2;living;;;;4x10x4;Plastico;14.0;;;
3151;EKEDALEN;796000;2;living;;;;8x10x7;Reciclado;35.0;;;
3152;EKEDALEN / EKEDALEN;1356000;4;living;;;;2x10x5;Organico;37.0;;;
3153;EKEDALEN;636800;2;living;;;;9x8x3;Organico;45.0;;;
3154;LINNMON / KRILLE;308000;2;living;;;;7x3x10;Organico;21.0;;;
3155;ÖVRARYD;352000;2;living;;;;6x5x8;Madera;4.0;;;
3156;KLIMPEN;440000;2;living;;;;6x2x7;Organico;49.0;;;
3157;TOMMARYD;476000;5;living;;;;8x4x10;Plastico;19.0;;;
3158;HILVER / GODVIN;356000;4;living;;;;4x9x2;Plastico;41.0;;;
3159;TINGBY / LEIFARNE;1732000;2;living;;;;1x9x2;Organico;29.0;;;
3160;EKEDALEN / HENRIKSDAL;2212000;5;living;;;;10x1x6;Plastico;25.0;;;
3161;NORRÅKER / NORRÅKER;1012800;3;living;;;;6x9x3;Organico;26.0;;;
3162;IKEA PS 2012 / JANINGE;1436000;3;living;;;;10x6x6;Plastico;48.0;;;
3163;TORSBY / LEIFARNE;1340000;5;living;;;;5x7x2;Plastico;30.0;;;
3164;NORRÅKER / NORRÅKER;1108000;3;living;;;;4x3x9;Madera;9.0;;;
3165;SVALNÄS;996000;4;living;;;;6x7x3;Madera;47.0;;;
3166;EKEDALEN / TOBIAS;2452000;3;living;;;;1x3x8;Plastico;32.0;;;
3167;NORRÅKER / NORRARYD;1012800;4;living;;;;3x10x4;Reciclado;35.0;;;
3168;LANEBERG / KARLJAN;956000;3;living;;;;8x8x4;Plastico;30.0;;;
3169;BEKANT;496000;3;living;;;;9x2x7;Plastico;9.0;;;
3170;LANEBERG / KARLJAN;956000;1;living;;;;3x2x9;Plastico;20.0;;;
3171;NORDVIKEN;796000;1;living;;;;10x6x2;Madera;49.0;;;
3172;LINNMON / ALVARET;351200;3;living;;;;2x5x4;Organico;11.0;;;
3173;ÅMLIDEN / TORSKLINT;556000;3;living;;;;2x4x7;Reciclado;5.0;;;
3174;MÖRBYLÅNGA / BERNHARD;4220000;1;living;;;;10x2x8;Madera;6.0;;;
3175;STENSELE / RÖNNINGE;912000;4;living;;;;3x10x4;Madera;26.0;;;
3176;HILVER / LERBERG;348000;1;living;;;;1x2x2;Plastico;39.0;;;
3177;IDÅSEN;1916000;4;living;;;;9x6x7;Reciclado;18.0;;;
3178;BEKANT;4240000;5;living;;;;6x7x10;Reciclado;6.0;;;
3179;VÄSTANBY/VÄSTANÅ / BERNHARD;3436000;4;living;;;;6x9x9;Organico;9.0;;;
3180;LISABO / SVENBERTIL;1340000;3;living;;;;7x9x3;Reciclado;24.0;;;
3181;MÖCKELBY / FANBYN;3316000;5;living;;;;1x8x4;Reciclado;45.0;;;
3182;INGATORP / SAKARIAS;3220000;4;living;;;;2x7x6;Organico;39.0;;;
3183;NORRÅKER / NORRARYD;732000;3;living;;;;1x8x9;Plastico;48.0;;;
3184;MÖRBYLÅNGA / BERNHARD;5572000;3;living;;;;8x7x8;Organico;4.0;;;
3185;MÖRBYLÅNGA / VOLFGANG;3796000;2;living;;;;7x9x7;Organico;23.0;;;
3186;EKEDALEN / EKEDALEN;996000;1;living;;;;6x8x10;Reciclado;5.0;;;
3187;STENSELE / NORRARYD;1072000;1;living;;;;9x1x8;Organico;32.0;;;
3188;NORRÅKER / NORRARYD;1308800;1;living;;;;4x10x3;Plastico;50.0;;;
3189;MELLTORP / JANINGE;735200;2;living;;;;10x8x3;Organico;12.0;;;
3190;LINNMON / TORSKLINT;460000;2;living;;;;2x4x3;Organico;3.0;;;
3191;BEKANT;880000;1;living;;;;6x2x8;Reciclado;9.0;;;
3192;LISABO / RÖNNINGE;1660000;3;living;;;;7x9x9;Organico;34.0;;;
3193;NORRÅKER / RÖNNINGE;868000;1;living;;;;10x7x1;Plastico;33.0;;;
3194;NORDVIKEN / HENRIKSDAL;2140000;2;living;;;;4x10x1;Organico;2.0;;;
3195;VEDBO / VEDBO;4692000;5;living;;;;4x2x6;Madera;49.0;;;
3196;DALSHULT;460000;1;living;;;;3x8x4;Reciclado;2.0;;;
3197;LISABO / JANINGE;1276000;3;living;;;;2x9x10;Madera;22.0;;;
3198;EKEDALEN / ODGER;2212000;4;living;;;;8x1x9;Plastico;9.0;;;
3199;EKEDALEN / HENRIKSDAL;2212000;2;living;;;;4x10x1;Plastico;15.0;;;
3200;LISABO / SVENBERTIL;1180000;3;living;;;;5x2x8;Plastico;34.0;;;
3201;NORDVIKEN / NORDVIKEN;1916000;3;living;;;;8x9x7;Madera;41.0;;;
3202;LINNMON / ALEX;452000;5;living;;;;5x7x8;Reciclado;20.0;;;
3203;VEDBO;1836000;4;living;;;;4x8x7;Reciclado;19.0;;;
3204;HILVER / GERTON;532000;2;living;;;;2x1x8;Organico;21.0;;;
3205;TORSBY / BERNHARD;3100000;3;living;;;;9x1x10;Organico;32.0;;;
3206;LINNMON / KRILLE;332000;2;living;;;;1x3x9;Plastico;35.0;;;
3207;ÅMLIDEN / ALVARET;540000;4;living;;;;9x2x9;Organico;30.0;;;
3208;MÖRBYLÅNGA / BERNHARD;4220000;3;living;;;;1x6x6;Reciclado;17.0;;;
3209;TINGBY / LEIFARNE;1732000;1;living;;;;1x8x2;Plastico;12.0;;;
3210;LISABO / ODGER;1500000;1;living;;;;9x6x8;Madera;8.0;;;
3211;MÖRBYLÅNGA / ODGER;3412000;1;living;;;;9x2x10;Organico;19.0;;;
3212;NORDVIKEN / NORDVIKEN;1916000;1;living;;;;7x7x7;Madera;27.0;;;
3213;RYDEBÄCK/BACKARYD / JANINGE;972000;5;living;;;;3x4x1;Plastico;16.0;;;
3214;EKEDALEN / HENRIKSDAL;3652000;3;living;;;;7x4x10;Madera;35.0;;;
3215;EKEDALEN / HENRIKSDAL;1580000;2;living;;;;7x9x9;Plastico;8.0;;;
3216;EKEDALEN / ODGER;1580000;5;living;;;;2x3x5;Organico;37.0;;;
3217;MÖRBYLÅNGA / VOLFGANG;3036000;5;living;;;;10x9x7;Reciclado;21.0;;;
3218;NORRÅKER / RÖNNINGE;1580800;4;living;;;;10x7x8;Reciclado;13.0;;;
3219;EKEDALEN / EKEDALEN;1740800;1;living;;;;2x9x5;Madera;15.0;;;
3220;NORDVIKEN / NORRARYD;2028000;3;living;;;;1x4x7;Reciclado;28.0;;;
3221;KLIMPEN / TORSKLINT;760000;1;living;;;;10x3x3;Madera;24.0;;;
3222;KLIMPEN;1112000;2;living;;;;10x3x8;Madera;46.0;;;
3223;EKEDALEN / ODGER;2212000;4;living;;;;2x4x6;Organico;23.0;;;
3224;MÖCKELBY / ODGER;3412000;5;living;;;;10x8x1;Plastico;49.0;;;
3225;MÖRBYLÅNGA / BALTSAR;3740000;3;living;;;;9x8x3;Madera;45.0;;;
3226;NORDVIKEN / NORDVIKEN;2676000;5;living;;;;6x10x6;Reciclado;40.0;;;
3227;LINNMON / ALEX;440000;1;living;;;;2x10x10;Madera;10.0;;;
3228;VÄSTANBY/VÄSTANÅ / BERNHARD;3436000;2;living;;;;5x9x6;Reciclado;16.0;;;
3229;NORRÅKER / NORRARYD;1108000;4;living;;;;5x10x9;Reciclado;15.0;;;
3230;MÖRBYLÅNGA / BERNHARD;4220000;3;living;;;;7x6x3;Organico;45.0;;;
3231;EKEDALEN / BERNHARD;3020000;3;living;;;;1x10x7;Organico;40.0;;;
3232;EKEDALEN / BERNHARD;4372000;1;living;;;;7x8x7;Madera;21.0;;;
3233;LINNMON / ALVARET;372000;1;living;;;;3x7x9;Organico;20.0;;;
3234;LINNMON / TORSKLINT;388000;2;living;;;;6x7x5;Reciclado;41.0;;;
3235;BACKARYD;156000;5;living;;;;10x10x1;Reciclado;11.0;;;
3236;MÖRBYLÅNGA / ODGER;2780000;4;living;;;;5x2x5;Reciclado;32.0;;;
3237;LANEBERG / KARLJAN;956000;1;living;;;;5x9x1;Plastico;43.0;;;
3238;LANEBERG / SVENBERTIL;1180000;5;living;;;;6x3x6;Reciclado;3.0;;;
3239;NORDVIKEN / LEIFARNE;1820000;5;living;;;;7x7x6;Madera;24.0;;;
3240;VESKEN;31200;1;living;;;;2x9x1;Madera;27.0;;;
3241;RÅSKOG;151200;5;living;;;;1x1x4;Organico;39.0;;;
3242;HORNAVAN;156000;1;living;;;;9x7x1;Madera;25.0;;;
3243;NISSAFORS;79200;4;living;;;;1x5x6;Plastico;14.0;;;
3244;RÅSHULT;100000;5;living;;;;10x1x3;Plastico;24.0;;;
3245;RÅSHULT;100000;4;living;;;;7x1x4;Madera;1.0;;;
3246;SUNNERSTA;100000;2;living;;;;4x3x2;Reciclado;39.0;;;
3247;GRUNDTAL;156000;5;living;;;;6x6x7;Madera;38.0;;;
3248;RISATORP;196000;1;living;;;;5x8x10;Organico;20.0;;;
3249;VADHOLMA;1836000;5;living;;;;9x4x7;Madera;13.0;;;
3250;FÖRHÖJA;516000;2;living;;;;8x6x10;Plastico;5.0;;;
3251;FLYTTA;429600;5;living;;;;8x6x6;Reciclado;44.0;;;
3252;TORNVIKEN;1196000;3;living;;;;3x8x2;Organico;26.0;;;
3253;IKEA PS 2017;277200;5;living;;;;9x4x3;Madera;32.0;;;
3254;TORNVIKEN;796000;4;living;;;;6x7x1;Madera;7.0;;;
3255;KUNGSFORS;556000;3;living;;;;1x4x10;Madera;44.0;;;
3256;VIGGJA;79200;1;living;;;;4x2x4;Organico;46.0;;;
3257;BROR;396000;4;living;;;;1x7x4;Organico;1.0;;;
3258;RIMFORSA;1596000;4;living;;;;4x2x2;Madera;43.0;;;
3259;BEKVÄM;236000;2;living;;;;8x8x3;Organico;2.0;;;
3260;BROR;516000;3;living;;;;8x1x3;Organico;45.0;;;
3261;TORNVIKEN;1196000;5;living;;;;3x2x10;Madera;25.0;;;
3262;VADHOLMA;320000;1;living;;;;10x5x4;Organico;26.0;;;
3263;VADHOLMA;1196000;5;living;;;;4x10x3;Plastico;10.0;;;
3264;STENSTORP;636000;5;living;;;;2x2x9;Reciclado;44.0;;;
3265;HÖGSMA;39200;5;living;;;;9x4x9;Organico;10.0;;;
3266;VADHOLMA;1516000;2;living;;;;4x3x7;Reciclado;16.0;;;
3267;TORNVIKEN;796000;1;living;;;;10x6x4;Plastico;15.0;;;
3268;BESTÅ;656000;2;living;;;;9x8x2;Madera;29.0;;;
3269;TIMMERVIKEN;92000;2;living;;;;1x5x7;Madera;41.0;;;
3270;TIMMERVIKEN;80000;4;living;;;;7x8x6;Plastico;11.0;;;
3271;BESTÅ / EKET;1262400;2;living;;;;6x5x9;Organico;36.0;;;
3272;BESTÅ;800000;2;living;;;;3x8x8;Organico;15.0;;;
3273;LACK;40000;2;living;;;;1x8x10;Plastico;41.0;;;
3274;LACK;199200;5;living;;;;4x4x1;Reciclado;16.0;;;
3275;BRIMNES;476000;5;living;;;;7x9x8;Organico;45.0;;;
3276;BYÅS;380800;4;living;;;;3x8x8;Organico;31.0;;;
3277;FJÄLLBO;476000;1;living;;;;5x2x1;Organico;4.0;;;
3278;BRUSALI;236000;1;living;;;;3x4x3;Reciclado;6.0;;;
3279;LIATORP;596000;2;living;;;;1x1x2;Organico;25.0;;;
3280;BRIMNES;1308000;3;living;;;;1x8x8;Reciclado;13.0;;;
3281;VITTSJÖ;196000;4;living;;;;2x10x9;Reciclado;41.0;;;
3282;BESTÅ;136000;5;living;;;;2x4x6;Plastico;23.0;;;
3283;HEMNES;796000;5;living;;;;2x10x8;Reciclado;28.0;;;
3284;BESTÅ;1976000;3;living;;;;8x4x5;Plastico;12.0;;;
3285;BRIMNES;340000;3;living;;;;4x10x9;Organico;31.0;;;
3286;LAPPLAND;556000;3;living;;;;10x1x4;Organico;27.0;;;
3287;STOCKHOLM;1356000;5;living;;;;3x3x8;Reciclado;24.0;;;
3288;VITTSJÖ;556000;5;living;;;;6x2x7;Plastico;45.0;;;
3289;BRIMNES;792000;2;living;;;;9x4x9;Madera;25.0;;;
3290;BRUSALI;276000;5;living;;;;2x6x10;Reciclado;15.0;;;
3291;MOSJÖ;140000;3;living;;;;6x7x2;Madera;28.0;;;
3292;BESTÅ;1120000;1;living;;;;2x2x7;Reciclado;12.0;;;
3293;FJÄLLBO;872000;4;living;;;;6x2x6;Madera;43.0;;;
3294;BESTÅ;872000;1;living;;;;2x8x8;Madera;41.0;;;
3295;LIATORP;912000;3;living;;;;4x6x7;Plastico;25.0;;;
3296;PLATSA;284000;2;living;;;;8x2x10;Plastico;46.0;;;
3297;BESTÅ;380000;4;living;;;;1x3x1;Plastico;33.0;;;
3298;BESTÅ;1360000;2;living;;;;5x3x4;Reciclado;23.0;;;
3299;MOSTORP;1116000;3;living;;;;1x1x9;Reciclado;30.0;;;
3300;BESTÅ;1412000;5;living;;;;1x6x2;Reciclado;13.0;;;
3301;LIATORP;3224000;5;living;;;;6x1x9;Reciclado;50.0;;;
3302;HEMNES;2708800;5;living;;;;2x8x6;Madera;13.0;;;
3303;UPPLEVA;116000;2;living;;;;8x5x10;Reciclado;41.0;;;
3304;BESTÅ BURS;956000;3;living;;;;9x5x7;Reciclado;47.0;;;
3305;BESTÅ;792000;4;living;;;;2x2x7;Organico;18.0;;;
3306;BESTÅ;2384000;2;living;;;;6x2x1;Reciclado;38.0;;;
3307;BESTÅ;736000;3;living;;;;5x1x1;Organico;11.0;;;
3308;BRIMNES;696000;3;living;;;;6x3x8;Plastico;24.0;;;
3309;BESTÅ / EKET;1375200;3;living;;;;2x8x5;Plastico;16.0;;;
3310;HAVSTA;796000;4;living;;;;1x8x10;Organico;10.0;;;
3311;MOSTORP;333600;4;living;;;;6x9x8;Reciclado;13.0;;;
3312;IKEA PS;340000;1;living;;;;10x6x1;Organico;33.0;;;
3313;BESTÅ;1112000;1;living;;;;8x2x1;Plastico;46.0;;;
3314;BESTÅ;3408000;2;living;;;;1x9x2;Madera;45.0;;;
3315;PLATSA;285600;1;living;;;;4x5x2;Organico;28.0;;;
3316;BESTÅ;408000;5;living;;;;9x4x6;Madera;38.0;;;
3317;BRIMNES;1012000;3;living;;;;2x3x8;Plastico;9.0;;;
3318;MALSJÖ;1516000;2;living;;;;2x9x6;Reciclado;1.0;;;
3319;BESTÅ;1459600;3;living;;;;1x7x9;Organico;50.0;;;
3320;HAVSTA;3340000;4;living;;;;7x10x8;Madera;26.0;;;
3321;BESTÅ / EKET;1175200;1;living;;;;2x2x3;Organico;29.0;;;
3322;BESTÅ;1316000;1;living;;;;1x6x7;Organico;11.0;;;
3323;PLATSA;324000;1;living;;;;1x2x3;Reciclado;11.0;;;
3324;BESTÅ;636000;5;living;;;;4x2x6;Organico;38.0;;;
3325;HAVSTA;1352000;2;living;;;;7x9x5;Reciclado;32.0;;;
3326;BRIMNES;1108000;3;living;;;;4x4x6;Organico;23.0;;;
3327;HEMNES;1908000;3;living;;;;3x3x7;Madera;12.0;;;
3328;VITTSJÖ;828000;3;living;;;;1x9x8;Reciclado;48.0;;;
3329;PLATSA;754800;5;living;;;;1x2x7;Plastico;34.0;;;
3330;EDVALLA;20000;4;living;;;;3x4x3;Plastico;10.0;;;
3331;BESTÅ;20000;1;living;;;;2x5x9;Reciclado;32.0;;;
3332;BESTÅ;2344000;2;living;;;;1x9x6;Organico;20.0;;;
3333;PLATSA;324000;4;living;;;;4x5x8;Plastico;14.0;;;
3334;UPPLEVA;159200;5;living;;;;5x10x5;Madera;27.0;;;
3335;BRIMNES;656000;4;living;;;;6x8x5;Reciclado;26.0;;;
3336;BESTÅ;688000;3;living;;;;8x7x7;Organico;30.0;;;
3337;PLATSA;1388400;4;living;;;;8x2x8;Reciclado;28.0;;;
3338;BESTÅ;20000;4;living;;;;2x2x8;Plastico;47.0;;;
3339;LIATORP;2908000;3;living;;;;8x6x5;Plastico;5.0;;;
3340;BESTÅ;180000;3;living;;;;1x5x3;Madera;2.0;;;
3341;BESTÅ;180000;5;living;;;;1x3x5;Reciclado;42.0;;;
3342;BESTÅ;300000;5;living;;;;1x3x1;Organico;21.0;;;
3343;BRIMNES;1012000;4;living;;;;1x2x9;Plastico;5.0;;;
3344;BESTÅ;1296000;3;living;;;;7x6x7;Madera;2.0;;;
3345;BESTÅ;80000;1;living;;;;9x7x4;Plastico;18.0;;;
3346;PLATSA;245600;5;living;;;;1x3x6;Organico;32.0;;;
3347;HEMNES;2688000;3;living;;;;10x10x2;Organico;1.0;;;
3348;FIXA;4480;4;living;;;;5x8x1;Madera;12.0;;;
3349;GUBBARP;2400;5;living;;;;5x6x7;Reciclado;4.0;;;
3350;STUBBARP;28000;3;living;;;;10x10x2;Plastico;45.0;;;
3351;BESTÅ;1896000;5;living;;;;8x9x9;Organico;1.0;;;
3352;BESTÅ;80000;1;living;;;;5x9x4;Reciclado;45.0;;;
3353;NANNARP;32000;3;living;;;;4x2x4;Organico;30.0;;;
